user_id,mood,occasion,preferred_categories,product_id,product_type,style,color,season,interaction,timestamp
user_362,sad,date_night,"['scarves', 'heels']",prod_68,skirt,cozy,pink,all,viewed,2025-05-17 10:21:43
user_365,sad,date_night,"['skirts', 'homewear']",prod_54,skirt,trendy,blue,winter,viewed,2025-06-08 12:21:43
user_30,bored,eid,"['makeup', 'dresses', 'tops']",prod_26,pajamas,classic,black,winter,clicked,2025-05-28 01:21:43
user_424,energetic,wedding,"['pajamas', 'makeup']",prod_265,scarf,trendy,black,autumn,viewed,2025-06-01 01:21:43
user_254,bored,eid,"['tops', 'bags', 'dresses']",prod_226,bag,casual,beige,spring,purchased,2025-05-27 16:21:43
user_401,sad,eid,['dresses'],prod_196,skirt,classic,beige,all,viewed,2025-07-08 22:21:43
user_426,happy,work,"['heels', 'dresses', 'perfumes']",prod_1,bag,trendy,beige,spring,viewed,2025-05-12 23:21:43
user_332,sad,party,"['pajamas', 'bags']",prod_294,top,casual,pink,spring,clicked,2025-04-19 01:21:43
user_232,happy,work,['scarves'],prod_6,perfume,trendy,pink,all,clicked,2025-05-27 16:21:43
user_212,tired,date_night,"['accessories', 'homewear', 'heels']",prod_59,heels,floral,black,winter,viewed,2025-06-01 09:21:43
user_51,energetic,wedding,"['scarves', 'pajamas', 'heels']",prod_14,top,casual,beige,summer,added_to_cart,2025-07-07 01:21:43
user_479,sad,wedding,"['heels', 'homewear']",prod_275,dress,trendy,pink,autumn,viewed,2025-05-11 13:21:43
user_116,romantic,eid,['pajamas'],prod_159,perfume,cozy,red,all,added_to_cart,2025-04-24 20:21:43
user_110,happy,eid,"['tops', 'skirts', 'makeup']",prod_181,top,trendy,beige,autumn,viewed,2025-05-19 06:21:43
user_257,happy,normal_day,"['makeup', 'pajamas', 'tops']",prod_226,makeup,casual,pink,all,clicked,2025-06-24 23:21:43
user_204,sad,wedding,"['skirts', 'tops', 'heels']",prod_211,bag,classic,black,autumn,added_to_cart,2025-05-25 16:21:43
user_142,bored,work,"['tops', 'perfumes', 'bags']",prod_240,makeup,elegant,white,autumn,viewed,2025-05-31 22:21:43
user_242,tired,party,['tops'],prod_83,dress,cozy,black,summer,purchased,2025-05-29 00:21:43
user_491,happy,eid,"['homewear', 'tops']",prod_229,perfume,cozy,black,summer,clicked,2025-06-29 15:21:43
user_422,romantic,eid,['skirts'],prod_114,skirt,elegant,white,all,viewed,2025-06-11 12:21:43
user_29,happy,date_night,"['perfumes', 'makeup']",prod_175,scarf,classic,black,winter,purchased,2025-05-30 11:21:43
user_137,romantic,eid,['heels'],prod_37,scarf,classic,red,winter,clicked,2025-04-25 06:21:43
user_418,tired,normal_day,"['bags', 'accessories', 'tops']",prod_124,makeup,classic,green,all,viewed,2025-05-01 01:21:43
user_119,energetic,date_night,"['accessories', 'tops', 'bags']",prod_288,heels,casual,blue,spring,viewed,2025-06-12 05:21:43
user_306,tired,eid,"['dresses', 'heels', 'scarves']",prod_84,top,trendy,blue,autumn,clicked,2025-04-30 14:21:43
user_137,bored,party,"['accessories', 'bags']",prod_87,top,elegant,green,spring,viewed,2025-04-29 07:21:43
user_232,sad,normal_day,"['heels', 'skirts', 'homewear']",prod_144,skirt,floral,pink,all,viewed,2025-06-25 23:21:43
user_265,bored,work,"['scarves', 'pajamas', 'tops']",prod_11,scarf,classic,pink,summer,viewed,2025-05-09 06:21:43
user_279,romantic,work,"['pajamas', 'homewear', 'dresses']",prod_76,dress,classic,green,winter,clicked,2025-07-09 09:21:43
user_141,bored,normal_day,"['tops', 'homewear', 'skirts']",prod_184,makeup,trendy,black,spring,added_to_cart,2025-05-05 00:21:43
user_103,tired,wedding,"['scarves', 'tops']",prod_36,skirt,cozy,blue,winter,viewed,2025-06-27 15:21:43
user_50,romantic,work,"['perfumes', 'homewear', 'accessories']",prod_295,scarf,casual,red,autumn,viewed,2025-06-02 08:21:43
user_113,energetic,normal_day,"['skirts', 'scarves']",prod_74,perfume,trendy,black,autumn,viewed,2025-06-10 23:21:43
user_386,happy,date_night,['dresses'],prod_226,top,floral,beige,summer,clicked,2025-05-23 01:21:43
user_195,happy,party,"['skirts', 'scarves']",prod_234,dress,casual,pink,winter,clicked,2025-05-24 11:21:43
user_312,sad,date_night,"['pajamas', 'heels', 'accessories']",prod_133,dress,elegant,pink,all,clicked,2025-04-26 22:21:43
user_62,sad,normal_day,"['heels', 'makeup']",prod_51,scarf,floral,black,summer,clicked,2025-05-02 15:21:43
user_327,happy,party,"['bags', 'skirts']",prod_54,heels,trendy,red,winter,viewed,2025-05-10 02:21:43
user_97,bored,work,"['dresses', 'bags', 'scarves']",prod_210,heels,classic,red,summer,purchased,2025-06-30 18:21:43
user_50,romantic,party,"['homewear', 'heels', 'bags']",prod_42,dress,cozy,black,spring,purchased,2025-06-02 10:21:43
user_476,tired,work,['dresses'],prod_133,bag,casual,beige,spring,viewed,2025-04-13 05:21:43
user_269,sad,party,"['perfumes', 'scarves']",prod_13,heels,casual,beige,winter,added_to_cart,2025-05-13 04:21:43
user_452,romantic,wedding,['makeup'],prod_195,top,casual,blue,summer,viewed,2025-06-02 05:21:43
user_335,happy,wedding,"['pajamas', 'perfumes']",prod_40,pajamas,classic,pink,winter,clicked,2025-06-25 07:21:43
user_95,bored,date_night,['pajamas'],prod_299,bag,cozy,beige,summer,added_to_cart,2025-05-24 11:21:43
user_325,energetic,work,['perfumes'],prod_44,bag,cozy,blue,winter,viewed,2025-04-20 16:21:43
user_285,romantic,eid,"['tops', 'skirts']",prod_41,bag,trendy,beige,autumn,clicked,2025-05-31 12:21:43
user_336,happy,date_night,"['heels', 'homewear', 'scarves']",prod_145,heels,elegant,pink,all,viewed,2025-05-31 03:21:43
user_32,energetic,wedding,"['scarves', 'skirts', 'heels']",prod_270,dress,floral,red,winter,clicked,2025-05-30 21:21:43
user_239,happy,wedding,"['perfumes', 'accessories', 'heels']",prod_65,scarf,casual,white,all,viewed,2025-07-11 18:21:43
user_482,bored,eid,"['homewear', 'heels']",prod_101,bag,classic,beige,spring,clicked,2025-04-28 18:21:43
user_216,bored,normal_day,['dresses'],prod_291,heels,elegant,white,autumn,viewed,2025-05-05 04:21:43
user_58,romantic,party,['bags'],prod_173,skirt,elegant,green,winter,purchased,2025-06-19 10:21:43
user_349,sad,party,"['tops', 'accessories', 'scarves']",prod_148,scarf,cozy,red,autumn,viewed,2025-06-22 16:21:43
user_71,bored,eid,"['bags', 'skirts', 'heels']",prod_250,perfume,cozy,red,summer,clicked,2025-06-20 16:21:43
user_90,tired,wedding,"['bags', 'perfumes']",prod_142,perfume,elegant,blue,all,viewed,2025-06-09 16:21:43
user_422,tired,wedding,"['heels', 'pajamas']",prod_293,bag,trendy,blue,winter,clicked,2025-06-28 05:21:43
user_245,sad,normal_day,"['makeup', 'tops']",prod_129,heels,classic,green,winter,clicked,2025-06-17 06:21:43
user_73,energetic,wedding,"['makeup', 'homewear']",prod_69,top,classic,green,summer,viewed,2025-05-04 17:21:43
user_189,happy,party,['skirts'],prod_234,bag,trendy,red,spring,viewed,2025-06-11 01:21:43
user_362,energetic,wedding,"['homewear', 'bags']",prod_233,scarf,trendy,beige,winter,clicked,2025-05-08 23:21:43
user_68,sad,party,"['homewear', 'dresses']",prod_206,perfume,casual,beige,all,added_to_cart,2025-06-07 23:21:43
user_460,tired,wedding,"['bags', 'tops', 'heels']",prod_112,scarf,trendy,blue,summer,clicked,2025-06-28 07:21:43
user_152,bored,eid,['heels'],prod_246,pajamas,classic,pink,spring,clicked,2025-05-04 21:21:43
user_233,happy,work,"['homewear', 'scarves']",prod_203,perfume,floral,black,autumn,viewed,2025-06-13 16:21:43
user_382,romantic,party,"['perfumes', 'skirts', 'scarves']",prod_186,bag,elegant,green,winter,clicked,2025-04-17 17:21:43
user_262,happy,eid,"['perfumes', 'dresses']",prod_215,dress,elegant,white,spring,clicked,2025-06-21 08:21:43
user_208,bored,date_night,"['homewear', 'dresses', 'accessories']",prod_208,top,elegant,blue,all,viewed,2025-06-01 22:21:43
user_361,sad,work,"['homewear', 'tops', 'pajamas']",prod_181,perfume,elegant,red,autumn,viewed,2025-05-27 11:21:43
user_135,sad,wedding,"['scarves', 'makeup']",prod_206,pajamas,trendy,black,autumn,clicked,2025-06-29 20:21:43
user_71,tired,work,['makeup'],prod_5,dress,casual,red,autumn,added_to_cart,2025-04-18 20:21:43
user_269,sad,date_night,['homewear'],prod_249,heels,floral,blue,all,viewed,2025-05-31 21:21:43
user_399,tired,work,"['accessories', 'perfumes']",prod_259,bag,classic,pink,autumn,viewed,2025-06-21 01:21:43
user_409,tired,normal_day,"['tops', 'scarves', 'bags']",prod_128,skirt,floral,black,summer,viewed,2025-06-30 08:21:43
user_264,energetic,party,"['bags', 'scarves']",prod_169,top,classic,red,autumn,viewed,2025-06-01 01:21:43
user_246,tired,party,"['skirts', 'scarves']",prod_166,top,casual,black,autumn,purchased,2025-05-05 07:21:43
user_455,bored,normal_day,"['makeup', 'scarves', 'homewear']",prod_275,heels,floral,red,winter,viewed,2025-06-19 02:21:43
user_188,bored,eid,['homewear'],prod_1,dress,cozy,beige,autumn,added_to_cart,2025-04-29 10:21:43
user_236,romantic,eid,"['perfumes', 'bags']",prod_133,makeup,classic,white,all,added_to_cart,2025-04-14 19:21:43
user_264,romantic,party,['pajamas'],prod_126,makeup,casual,beige,summer,viewed,2025-05-22 15:21:43
user_395,happy,date_night,"['bags', 'homewear']",prod_152,pajamas,classic,blue,summer,clicked,2025-06-04 07:21:43
user_368,happy,party,"['homewear', 'skirts']",prod_242,bag,elegant,blue,winter,clicked,2025-05-15 07:21:43
user_201,happy,wedding,"['pajamas', 'skirts']",prod_234,perfume,cozy,green,all,added_to_cart,2025-05-13 17:21:43
user_37,bored,eid,['heels'],prod_97,skirt,cozy,blue,summer,purchased,2025-06-27 07:21:43
user_171,romantic,work,['pajamas'],prod_186,bag,trendy,pink,winter,viewed,2025-04-26 18:21:43
user_160,energetic,wedding,"['homewear', 'pajamas', 'scarves']",prod_245,skirt,casual,blue,spring,clicked,2025-06-26 21:21:43
user_490,energetic,normal_day,"['scarves', 'tops']",prod_219,pajamas,casual,black,spring,added_to_cart,2025-07-04 13:21:43
user_256,romantic,date_night,['makeup'],prod_160,skirt,floral,green,autumn,viewed,2025-07-03 10:21:43
user_348,bored,normal_day,"['pajamas', 'scarves']",prod_75,pajamas,cozy,red,summer,clicked,2025-04-22 12:21:43
user_298,happy,party,"['makeup', 'heels']",prod_109,pajamas,elegant,pink,winter,viewed,2025-06-16 00:21:43
user_303,romantic,wedding,"['bags', 'homewear', 'pajamas']",prod_175,perfume,trendy,white,winter,viewed,2025-04-18 23:21:43
user_199,romantic,party,"['tops', 'makeup', 'dresses']",prod_266,pajamas,classic,pink,winter,viewed,2025-05-07 04:21:43
user_25,energetic,eid,"['dresses', 'bags', 'perfumes']",prod_116,makeup,casual,beige,winter,viewed,2025-06-18 04:21:43
user_403,bored,normal_day,['tops'],prod_230,perfume,casual,pink,spring,clicked,2025-05-07 10:21:43
user_341,happy,wedding,"['accessories', 'dresses', 'tops']",prod_28,bag,classic,white,autumn,added_to_cart,2025-06-17 08:21:43
user_421,sad,work,['accessories'],prod_160,perfume,trendy,beige,autumn,clicked,2025-05-28 11:21:43
user_54,romantic,work,"['accessories', 'makeup']",prod_220,dress,casual,red,all,purchased,2025-06-14 02:21:43
user_191,tired,wedding,"['perfumes', 'pajamas', 'homewear']",prod_150,heels,cozy,green,summer,clicked,2025-05-24 06:21:43
user_496,energetic,date_night,"['homewear', 'bags', 'pajamas']",prod_157,top,elegant,black,spring,added_to_cart,2025-06-10 20:21:43
user_400,romantic,party,"['accessories', 'dresses', 'perfumes']",prod_126,skirt,casual,pink,autumn,added_to_cart,2025-05-24 04:21:43
user_18,energetic,work,"['accessories', 'tops']",prod_34,skirt,classic,green,autumn,purchased,2025-04-21 09:21:43
user_260,sad,work,['makeup'],prod_262,scarf,floral,blue,summer,viewed,2025-04-17 12:21:43
user_24,happy,normal_day,['homewear'],prod_104,scarf,trendy,beige,winter,viewed,2025-05-24 05:21:43
user_13,energetic,wedding,['bags'],prod_6,scarf,casual,white,spring,viewed,2025-07-07 05:21:43
user_5,tired,work,['tops'],prod_205,skirt,floral,white,spring,clicked,2025-07-06 15:21:43
user_296,energetic,normal_day,['pajamas'],prod_187,pajamas,classic,white,all,viewed,2025-05-06 16:21:43
user_230,bored,party,"['pajamas', 'makeup']",prod_275,dress,cozy,beige,all,viewed,2025-07-09 03:21:43
user_352,tired,date_night,"['heels', 'perfumes', 'scarves']",prod_55,perfume,elegant,blue,autumn,viewed,2025-04-25 13:21:43
user_354,happy,work,"['tops', 'scarves']",prod_273,top,floral,pink,autumn,clicked,2025-06-13 22:21:43
user_483,bored,normal_day,"['tops', 'makeup', 'skirts']",prod_208,heels,cozy,pink,winter,viewed,2025-07-09 21:21:43
user_459,romantic,eid,['homewear'],prod_103,scarf,trendy,green,autumn,viewed,2025-05-05 05:21:43
user_327,energetic,normal_day,"['perfumes', 'accessories', 'bags']",prod_287,heels,casual,black,autumn,added_to_cart,2025-05-15 03:21:43
user_471,energetic,eid,"['homewear', 'makeup']",prod_215,perfume,casual,red,autumn,viewed,2025-04-23 04:21:43
user_195,bored,party,['homewear'],prod_84,dress,trendy,blue,autumn,clicked,2025-05-31 00:21:43
user_202,bored,party,['makeup'],prod_267,dress,trendy,pink,spring,clicked,2025-04-24 16:21:43
user_102,energetic,normal_day,"['perfumes', 'pajamas']",prod_219,top,cozy,black,winter,viewed,2025-05-29 20:21:43
user_462,bored,date_night,"['tops', 'scarves']",prod_246,perfume,cozy,green,summer,viewed,2025-05-13 06:21:43
user_188,bored,work,"['homewear', 'heels']",prod_219,bag,floral,white,winter,clicked,2025-06-21 07:21:43
user_428,romantic,party,"['scarves', 'dresses']",prod_30,heels,classic,red,all,viewed,2025-04-23 11:21:43
user_423,tired,eid,"['skirts', 'homewear', 'makeup']",prod_18,scarf,cozy,white,all,viewed,2025-05-08 21:21:43
user_35,sad,date_night,"['skirts', 'pajamas', 'perfumes']",prod_155,bag,cozy,beige,spring,added_to_cart,2025-07-01 07:21:43
user_340,bored,party,"['pajamas', 'bags', 'makeup']",prod_232,heels,classic,blue,all,purchased,2025-06-29 20:21:43
user_399,energetic,normal_day,"['homewear', 'tops']",prod_267,heels,elegant,green,all,clicked,2025-05-17 14:21:43
user_48,happy,work,"['homewear', 'bags']",prod_11,skirt,cozy,green,winter,viewed,2025-06-01 08:21:43
user_242,romantic,work,"['accessories', 'tops', 'bags']",prod_164,top,elegant,blue,autumn,clicked,2025-07-01 07:21:43
user_389,romantic,party,"['pajamas', 'makeup']",prod_45,skirt,floral,white,spring,clicked,2025-07-08 12:21:43
user_84,energetic,work,"['perfumes', 'tops', 'bags']",prod_187,dress,elegant,black,winter,clicked,2025-05-24 14:21:43
user_183,bored,party,"['homewear', 'pajamas']",prod_34,top,elegant,red,summer,added_to_cart,2025-05-04 00:21:43
user_38,happy,wedding,"['accessories', 'skirts']",prod_101,pajamas,casual,white,all,clicked,2025-06-24 21:21:43
user_23,romantic,date_night,['skirts'],prod_27,skirt,floral,beige,all,purchased,2025-05-10 09:21:43
user_92,tired,work,"['heels', 'homewear']",prod_245,makeup,elegant,red,summer,added_to_cart,2025-04-20 18:21:43
user_118,bored,date_night,['dresses'],prod_66,makeup,floral,red,summer,purchased,2025-05-07 00:21:43
user_243,tired,wedding,"['scarves', 'pajamas', 'homewear']",prod_258,top,elegant,red,autumn,clicked,2025-05-31 04:21:43
user_127,romantic,normal_day,"['accessories', 'dresses']",prod_196,pajamas,elegant,pink,all,purchased,2025-04-18 15:21:43
user_57,bored,normal_day,"['homewear', 'tops']",prod_61,makeup,trendy,white,autumn,added_to_cart,2025-05-09 22:21:43
user_35,tired,work,"['scarves', 'homewear']",prod_104,heels,cozy,red,spring,clicked,2025-06-14 04:21:43
user_403,romantic,wedding,['perfumes'],prod_97,skirt,trendy,white,winter,viewed,2025-06-29 08:21:43
user_428,energetic,wedding,['heels'],prod_16,top,floral,pink,all,clicked,2025-05-22 00:21:43
user_287,happy,party,['pajamas'],prod_135,bag,trendy,blue,winter,clicked,2025-06-03 10:21:43
user_63,happy,wedding,"['skirts', 'perfumes']",prod_165,perfume,elegant,beige,winter,viewed,2025-05-14 07:21:43
user_495,happy,date_night,"['scarves', 'tops', 'perfumes']",prod_136,bag,classic,red,all,added_to_cart,2025-05-20 17:21:43
user_46,sad,date_night,"['scarves', 'heels']",prod_183,scarf,casual,blue,autumn,viewed,2025-04-30 00:21:43
user_101,energetic,party,['pajamas'],prod_172,top,floral,white,autumn,clicked,2025-05-07 12:21:43
user_287,tired,party,"['scarves', 'perfumes', 'skirts']",prod_125,bag,floral,pink,spring,added_to_cart,2025-06-20 09:21:43
user_90,sad,normal_day,"['dresses', 'makeup', 'homewear']",prod_111,bag,cozy,black,spring,clicked,2025-07-11 08:21:43
user_135,sad,date_night,['homewear'],prod_120,pajamas,classic,black,all,clicked,2025-05-17 23:21:43
user_69,happy,party,['makeup'],prod_221,dress,elegant,black,winter,added_to_cart,2025-07-08 18:21:43
user_104,sad,work,['makeup'],prod_296,scarf,elegant,white,summer,viewed,2025-06-17 07:21:43
user_266,romantic,normal_day,['skirts'],prod_241,perfume,elegant,white,summer,viewed,2025-05-12 10:21:43
user_184,sad,party,['homewear'],prod_16,skirt,classic,white,winter,viewed,2025-06-22 18:21:43
user_353,energetic,normal_day,['accessories'],prod_142,pajamas,floral,green,spring,clicked,2025-05-28 22:21:43
user_455,happy,party,"['pajamas', 'accessories']",prod_136,top,cozy,black,all,viewed,2025-06-29 10:21:43
user_423,tired,work,"['scarves', 'homewear', 'bags']",prod_205,heels,classic,red,spring,clicked,2025-05-26 00:21:43
user_145,sad,date_night,"['perfumes', 'homewear']",prod_240,top,trendy,red,all,added_to_cart,2025-07-02 02:21:43
user_177,energetic,normal_day,['accessories'],prod_181,heels,classic,white,winter,viewed,2025-06-27 04:21:43
user_435,happy,wedding,"['dresses', 'makeup']",prod_166,makeup,casual,white,winter,viewed,2025-05-21 18:21:43
user_128,energetic,date_night,"['heels', 'makeup']",prod_102,bag,cozy,black,winter,viewed,2025-06-03 16:21:43
user_420,energetic,work,"['dresses', 'heels', 'pajamas']",prod_96,bag,casual,white,spring,viewed,2025-04-28 11:21:43
user_122,romantic,party,"['skirts', 'bags', 'pajamas']",prod_261,top,cozy,white,summer,viewed,2025-04-28 16:21:43
user_367,energetic,normal_day,"['bags', 'dresses', 'pajamas']",prod_55,dress,elegant,white,spring,clicked,2025-06-16 22:21:43
user_139,sad,eid,"['bags', 'homewear', 'scarves']",prod_97,top,elegant,blue,winter,viewed,2025-06-09 11:21:43
user_152,romantic,normal_day,['accessories'],prod_87,dress,cozy,beige,winter,clicked,2025-06-30 21:21:43
user_473,bored,work,['accessories'],prod_292,dress,floral,blue,spring,clicked,2025-06-29 17:21:43
user_448,tired,wedding,"['bags', 'pajamas', 'heels']",prod_286,perfume,trendy,black,autumn,clicked,2025-05-31 00:21:43
user_37,tired,party,"['makeup', 'skirts']",prod_275,makeup,elegant,white,winter,clicked,2025-06-25 14:21:43
user_26,bored,date_night,"['tops', 'pajamas', 'homewear']",prod_163,skirt,trendy,green,winter,clicked,2025-04-27 14:21:43
user_393,happy,work,"['makeup', 'pajamas']",prod_38,skirt,casual,red,winter,viewed,2025-05-20 14:21:43
user_246,tired,wedding,"['accessories', 'tops']",prod_137,pajamas,classic,red,spring,viewed,2025-06-20 08:21:43
user_253,tired,date_night,"['heels', 'skirts', 'homewear']",prod_143,scarf,casual,pink,all,added_to_cart,2025-06-22 17:21:43
user_48,bored,date_night,['heels'],prod_203,scarf,trendy,green,all,clicked,2025-05-20 20:21:43
user_477,energetic,wedding,"['bags', 'makeup', 'scarves']",prod_60,pajamas,cozy,red,autumn,added_to_cart,2025-07-09 09:21:43
user_451,romantic,normal_day,"['bags', 'dresses', 'makeup']",prod_49,bag,classic,black,autumn,viewed,2025-04-24 20:21:43
user_17,energetic,work,"['accessories', 'bags', 'heels']",prod_201,heels,elegant,pink,autumn,viewed,2025-04-14 15:21:43
user_108,energetic,normal_day,['skirts'],prod_26,skirt,casual,blue,summer,added_to_cart,2025-05-26 05:21:43
user_371,happy,party,"['dresses', 'tops']",prod_212,perfume,floral,white,winter,added_to_cart,2025-07-11 09:21:43
user_428,happy,work,"['perfumes', 'tops', 'pajamas']",prod_227,top,floral,green,winter,clicked,2025-05-12 04:21:43
user_364,romantic,party,"['bags', 'pajamas']",prod_2,skirt,floral,pink,summer,purchased,2025-05-07 00:21:43
user_332,sad,date_night,['dresses'],prod_40,pajamas,classic,white,autumn,purchased,2025-04-30 20:21:43
user_137,tired,wedding,"['accessories', 'scarves', 'perfumes']",prod_210,heels,cozy,pink,spring,added_to_cart,2025-04-20 15:21:43
user_247,romantic,normal_day,['tops'],prod_125,top,classic,white,summer,purchased,2025-07-03 07:21:43
user_444,romantic,eid,"['pajamas', 'tops']",prod_63,perfume,trendy,beige,summer,viewed,2025-04-27 15:21:43
user_179,tired,wedding,"['accessories', 'scarves', 'perfumes']",prod_278,heels,casual,pink,spring,viewed,2025-05-25 23:21:43
user_81,happy,normal_day,['dresses'],prod_254,heels,classic,beige,all,clicked,2025-06-03 12:21:43
user_465,happy,eid,"['bags', 'skirts']",prod_292,dress,cozy,white,spring,viewed,2025-07-11 01:21:43
user_399,romantic,work,['homewear'],prod_49,heels,classic,green,summer,purchased,2025-04-13 14:21:43
user_54,romantic,normal_day,"['homewear', 'heels', 'bags']",prod_214,scarf,trendy,beige,winter,added_to_cart,2025-05-22 19:21:43
user_99,sad,work,['perfumes'],prod_6,makeup,floral,red,winter,viewed,2025-07-04 19:21:43
user_473,happy,work,"['dresses', 'perfumes', 'accessories']",prod_265,makeup,trendy,white,autumn,added_to_cart,2025-05-26 16:21:43
user_249,romantic,party,"['dresses', 'perfumes', 'tops']",prod_255,heels,trendy,pink,spring,clicked,2025-06-07 05:21:43
user_76,bored,eid,"['heels', 'tops', 'skirts']",prod_87,skirt,elegant,blue,all,viewed,2025-06-12 04:21:43
user_160,energetic,party,"['skirts', 'pajamas']",prod_105,perfume,trendy,black,all,viewed,2025-05-25 05:21:43
user_453,sad,eid,['perfumes'],prod_181,pajamas,cozy,white,winter,purchased,2025-04-19 09:21:43
user_425,sad,party,"['homewear', 'makeup', 'bags']",prod_2,dress,trendy,beige,winter,added_to_cart,2025-06-02 04:21:43
user_376,romantic,eid,"['pajamas', 'homewear']",prod_111,scarf,casual,beige,spring,added_to_cart,2025-06-15 10:21:43
user_256,sad,eid,"['homewear', 'bags']",prod_58,bag,casual,white,all,clicked,2025-05-01 08:21:43
user_395,romantic,wedding,"['accessories', 'makeup']",prod_278,scarf,elegant,blue,autumn,added_to_cart,2025-06-22 10:21:43
user_246,energetic,normal_day,"['homewear', 'scarves']",prod_239,scarf,trendy,black,winter,viewed,2025-06-03 03:21:43
user_4,romantic,date_night,['makeup'],prod_298,heels,elegant,red,spring,viewed,2025-06-13 07:21:43
user_458,romantic,wedding,"['bags', 'homewear']",prod_259,dress,trendy,green,all,added_to_cart,2025-06-27 18:21:43
user_264,romantic,work,"['perfumes', 'scarves', 'skirts']",prod_169,bag,cozy,pink,spring,clicked,2025-05-04 00:21:43
user_367,sad,work,['skirts'],prod_212,pajamas,trendy,blue,all,added_to_cart,2025-04-22 14:21:43
user_114,sad,eid,['heels'],prod_90,makeup,elegant,green,autumn,clicked,2025-06-28 04:21:43
user_188,tired,party,"['tops', 'makeup']",prod_184,dress,floral,beige,all,clicked,2025-05-12 11:21:43
user_116,bored,eid,['skirts'],prod_149,scarf,casual,green,summer,clicked,2025-06-30 07:21:43
user_47,energetic,wedding,"['tops', 'skirts']",prod_63,dress,casual,beige,all,added_to_cart,2025-07-07 21:21:43
user_295,sad,wedding,"['heels', 'makeup', 'bags']",prod_283,skirt,cozy,green,all,clicked,2025-07-11 13:21:43
user_495,sad,work,"['bags', 'homewear']",prod_108,pajamas,cozy,white,summer,clicked,2025-04-21 17:21:43
user_486,tired,date_night,"['makeup', 'tops']",prod_13,skirt,trendy,pink,autumn,added_to_cart,2025-04-18 03:21:43
user_29,tired,normal_day,"['dresses', 'scarves']",prod_2,makeup,floral,blue,summer,added_to_cart,2025-06-22 01:21:43
user_184,bored,party,"['pajamas', 'homewear', 'perfumes']",prod_231,heels,elegant,blue,winter,clicked,2025-04-20 06:21:43
user_416,tired,eid,"['heels', 'bags', 'skirts']",prod_271,makeup,casual,green,spring,clicked,2025-05-03 06:21:43
user_150,tired,party,['heels'],prod_115,heels,elegant,green,all,viewed,2025-07-11 02:21:43
user_479,energetic,eid,['dresses'],prod_230,dress,trendy,beige,autumn,added_to_cart,2025-07-03 15:21:43
user_436,sad,wedding,"['bags', 'pajamas']",prod_66,top,classic,green,summer,viewed,2025-06-04 06:21:43
user_5,energetic,date_night,"['homewear', 'dresses', 'skirts']",prod_296,scarf,elegant,blue,autumn,clicked,2025-06-27 12:21:43
user_181,romantic,eid,"['heels', 'bags', 'accessories']",prod_42,makeup,trendy,white,winter,clicked,2025-05-11 21:21:43
user_492,romantic,eid,['makeup'],prod_7,heels,elegant,green,winter,clicked,2025-06-24 17:21:43
user_496,bored,normal_day,"['scarves', 'tops']",prod_199,scarf,elegant,pink,spring,viewed,2025-07-04 21:21:43
user_325,energetic,normal_day,"['bags', 'accessories', 'pajamas']",prod_296,perfume,elegant,green,autumn,purchased,2025-05-23 17:21:43
user_106,sad,party,"['scarves', 'tops']",prod_169,dress,cozy,red,summer,viewed,2025-05-09 15:21:43
user_320,happy,party,"['scarves', 'perfumes', 'bags']",prod_172,heels,casual,blue,winter,added_to_cart,2025-05-28 14:21:43
user_465,energetic,wedding,"['accessories', 'scarves']",prod_66,scarf,classic,blue,winter,clicked,2025-06-13 11:21:43
user_158,romantic,party,['makeup'],prod_135,skirt,elegant,blue,winter,clicked,2025-07-03 01:21:43
user_463,happy,wedding,"['pajamas', 'skirts']",prod_296,bag,casual,black,all,added_to_cart,2025-05-11 02:21:43
user_245,bored,normal_day,"['accessories', 'dresses']",prod_157,makeup,trendy,green,autumn,viewed,2025-05-27 06:21:43
user_116,happy,party,"['homewear', 'perfumes', 'bags']",prod_279,dress,classic,black,all,viewed,2025-04-29 12:21:43
user_226,energetic,wedding,"['tops', 'dresses']",prod_140,dress,elegant,black,summer,added_to_cart,2025-06-29 06:21:43
user_7,romantic,eid,['makeup'],prod_21,heels,trendy,pink,autumn,clicked,2025-04-13 14:21:43
user_454,tired,wedding,"['pajamas', 'skirts']",prod_214,heels,trendy,white,all,viewed,2025-07-03 14:21:43
user_463,bored,eid,"['perfumes', 'homewear']",prod_50,dress,cozy,pink,summer,purchased,2025-04-17 04:21:43
user_385,romantic,wedding,['perfumes'],prod_288,skirt,classic,blue,all,added_to_cart,2025-05-30 19:21:43
user_136,energetic,party,"['pajamas', 'tops', 'accessories']",prod_8,scarf,trendy,black,summer,viewed,2025-04-21 17:21:43
user_342,happy,work,['makeup'],prod_217,bag,elegant,beige,winter,clicked,2025-06-18 01:21:43
user_328,romantic,wedding,"['dresses', 'scarves', 'heels']",prod_123,bag,classic,red,summer,viewed,2025-06-26 09:21:43
user_282,bored,eid,"['makeup', 'accessories', 'tops']",prod_294,makeup,trendy,white,summer,purchased,2025-06-09 14:21:43
user_327,energetic,party,"['homewear', 'accessories']",prod_124,bag,classic,black,all,viewed,2025-05-09 09:21:43
user_282,romantic,work,['dresses'],prod_108,skirt,floral,black,all,purchased,2025-06-19 13:21:43
user_416,romantic,date_night,['skirts'],prod_95,makeup,classic,beige,spring,purchased,2025-05-12 12:21:43
